01	Should Animals Be Used for Scientific or Commercial Testing?	“Animals are used in research when there is a need to find out what happens in the whole, living body, which is far more complex than the sum of its parts. It is difficult, and in most cases simply not yet possible, to replace the use of living animals in research with alternative methods… Humans and animals share hundreds of illnesses, and consequently animals can act as models for the study of human illness. For example, rabbits suffer from atherosclerosis (hardening of the arteries), as well as diseases such as emphysema, and birth defects such as spina bifida. Dogs suffer from cancer, diabetes, cataracts, ulcers and bleeding disorders such as haemophilia, which make them natural candidates for research into these disorders. Cats suffer from some of the same visual impairments as humans… New medicines require testing because researchers must measure both the beneficial and the harmful effects of a compound on a whole organism. A medicine is initially tested in vitro using tissues and isolated organs, but legally and ethically it must also be tested in a suitable animal model before clinical trials in humans can take place.”
10	Is Solar Power Production Environmentally Friendly?	"""The Solar Two site [a solar installation in Barstow, CA] occupies 52.6 hectares (130 acres) and produces 10 MWe (megawatt electrical) peak. Its capacity factor is about 16%. For a Solar-Two installation to produce as much energy as a typical 1000-MWe power plant [approximately 0.6 square miles] does in a year, it would have to cover about 33,000 hectares (127 square miles). That is environmental impact!"""
10	Should the Death Penalty Be Abolished or Paused (Moratorium) Because of the Alleged Possibility of an Innocent Person Being Executed?	"""No system of justice can produce results which are 100% certain all the time. Mistakes will be made in any system which relies upon human testimony for proof. We should be vigilant to uncover and avoid such mistakes. Our system of justice rightfully demands a higher standard for death penalty cases. However, the risk of making a mistake with the extraordinary due process applied in death penalty cases is very small, and there is no credible evidence to show that any innocent persons have been executed at least since the death penalty was reactivated in 1976.   The 100+ death row inmates 'innocent', 'exonerated' and released, as trumpeted by anti-death penalty activists, is a fraud. The actual number of factually innocent released death row inmates in closer to 40, and in any event should be considered in context of over 7,000 death sentences handed down since 1973. It stands as the most accurate judgment/sentence in any system of justice ever created. The inevitability of a mistake should not serve as grounds to eliminate the death penalty any more than the risk of having a fatal wreck should make automobiles illegal."""
10	Is a College Education Worth It?	“College is completely unnecessary if you are really smart and driven… I think the evidence speaks for itself when you look at great companies that are being created, how many of those people actually finished college.”
10	Should the Pledge of Allegiance Be Removed from the Jurisdiction of Federal Courts?	"""Let's start by agreeing that we want the words 'under God' to remain in the Pledge of Allegiance... This bill [Pledge Protection Act] would prohibit federal courts from hearing cases involving the Pledge of Allegiance. A liberal Congress might someday try to strip the courts of the right to hear cases claiming other constitutional claims - the right to protest at abortion clinics or the right to distribute Gospel tracts, for example.  The motives of the bill's author are good, but we need to do the right thing in the right way. This is the wrong way to try to protect our clear right to recite the Pledge of Allegiance."""
01	Is a Physician ever Obligated to Help a Patient Die?	"""It would be hard for me to construct addressing the suffering of a terminally ill patient as a harm. It is an obligation. The question is, how we can respond to those kinds of sufferings? Part of our job, in my opinion, is to help people die better. I say that in a direct way because it irks me when we say that doctors should not help people die. We need people who are committed to caring for people all the way through to their death as if they were family members, committed to relieving their suffering. Sometimes that requires helping people to die. It is not a happy day when we are taking people off life support. We do not like to do it. Sometimes we dream about it afterward. But we do it because we have to do it, because the patient is saying that they do not want it anymore. They have had it. We understand. We all talk about it. We make sense of it. We support each other."""
01	Should Social Security Be Privatized?	"Private accounts would allow benefits to be inherited. The present system is inequitable because people who live shorter lives collect less of their earned benefits and yet those benefits cannot be transferred to family members. Personal accounts will provide the option to bequeath assets to heirs upon death, an option currently missing from Social Security. As President George W. Bush stated in his 2005 State of the Union speech, ""you'll be able to pass along the money that accumulates in your personal account, if you wish, to your children or grandchildren."" [26] Michael Tanner, Senior Fellow at the Cato Institute, stated that privatizing Social Security would be a ""big boost for the poor"" because of inheritable benefits. [32] Read More"
10	Is Nuclear Power Safe for Humans and the Environment?	"""Miners, workers, and residents in the vicinity of the mining and milling functions, and workers involved in the enrichment processes necessary to create nuclear fuel are at risk for exposure to unhealthy amounts of radiation and have increased incidences of cancer and related diseases as a result...  Relatively small but significant amounts of radiation are released on a daily basis into the air and water during the course of mining, milling, and enriching uranium for fuel to create the nuclear energy. Additionally, a nuclear power plant cannot operate without routinely releasing radioactivity into the air and water through the normal operation of nuclear reactors. Finally, and most frighteningly, accidental releases of even more radiation are commonplace in the nuclear industry...  Radioactive gases that leak from fuel rods are also routinely released or 'vented' into the atmosphere at every nuclear reactor. These gases are temporarily stored to allow the short-lived isotopes to decay and then released to the atmosphere through engineered holes in the reactor roof and from the steam generators. This process is called 'venting.' About 100 cubic feet of radioactive gases are also released hourly from the condensers at the reactor...  Although the nuclear industry claims it is 'emission' free, in fact it is collectively releasing millions of curies [the standard unit of radioactivity measurement] annually... By contrast, coal plants release some uranium and uranium daughter products in their smoke but very little radiation compared to atomic plants, and certainly no fission products...  Quite apart from these routine radioactive releases is the almighty problem of radioactive waste. Each regular 1,000 megawatt nuclear power plant generates 30 tons of extremely potent radioactive waste annually... the nuclear industry has yet to determine how safely to dispose of this deadly material, which remains radioactive for tens of thousands of years."""
10	Is Nuclear Power Cost-Effective?	"""Nuclear is incredibly expensive. The costs have just stood up on end lately. Wall Street Journal recently reported that they're about two to four times the cost that the industry was talking about just a year ago...  2006, the last full year of data we have, nuclear worldwide added a little bit of capacity, more than all of it from upgrading old plants, because the new ones they built were smaller than the retirements of old plants. So they added 1.4 billion watts. Sounds like a lot. Well, it's about one big plant's worth worldwide. That was less than photovoltaics, solar cells added in capacity. It was a tenth what wind power added. It was a thirtieth to a fortieth of what micropower added...  [R]enewables, other than big hydro, got last year $71 billion of private capital; nuclear, as usual, got zero.  [Y]ou will find major environmental groups saying something like 'explore' or 'consider' [expanded nuclear power], but they will also say very carefully it has to be competitive, it has to be cost-effective. And clearly, that doesn't even pass the giggle test."""
10	Should All Americans Have the Right (Be Entitled) to Health Care?	People should pay for their own health care, not have it given to them by the government. Under a single-payer system, the right to health care is paid for through taxes, and people who work hard and pay those taxes are forced to subsidize health care for those who are not employed. In the United States, people already have a right to purchase health care, but they should never have a right to receive health care free of charge. Health care is a service that should be paid for, not a right. [154] Read More
10	Should Marijuana Be a Medical Option?	can’t really call marijuana medicine. It’s not a legitimate medicine. The brain is not fully developed until we’re about 25. That’s just the way it is, and using any kind of mind-altering substance impacts that development. It needs to go through the FDA process. There is no drug that can or should be smoked, but when we get to potential components of marijuana that might have medicinal benefits, then let’s find out what that is. Most of our medicines have come from plants. They’re plant-based, but they’ve gone through that rigorous process. Because, let’s face it, any medicine is a toxin. I don’t care if it’s penicillin or aspirin or a narcotic. Any of those are toxins to our bodies. And that’s why we have the FDA process.”
01	Has DNA Testing Led to Significant Improvements in the Criminal Justice System?	"""Advanced DNA testing improves the just and fair implementation of the death penalty. While reasonable people can differ about capital punishment, it is indisputable that advanced DNA testing lends support and credibility to the accuracy and integrity of capital verdicts. In short, we are in a better position than ever before to ensure that only the guilty are executed. All Americans -- supporters and opponents of the death penalty alike -- should recognize that DNA testing provides a powerful safeguard in capital cases. We should be thankful for this amazing technological development."""
10	Should Marijuana Be a Medical Option?	is not the safe drug portrayed by the marijuana lobby. It is addictive; it adversely affects the immune system; leads to the use of other drugs such as cocaine; is linked to cases of cancer; causes respiratory diseases, mental disorders, including psychosis, depression, panic attacks, hallucinations, paranoia, decreased cognitive performance, disconnected thought, delusions, and impaired memory.”
10	Is the ACLU Good for America?	ACLU’s biggest problem is not its failure to live up to outsiders’ standards. It sometimes violates its own traditions and principles in a radical way. This is especially true of its long and relentless campaign against the right to life of unborn children… The defender of free speech helps ensure that millions of human beings will never have a chance to speak – or to exercise freedom of religion, freedom of the press, the right of assembly, and the right to petition the government for redress of grievances.”
01	Mandatory National Service - Top 3 Pros and Cons	"Mandatory national service would foster unity and bring people from diverse backgrounds together. The partisan divide in the United States has never been greater: Pew Research tracked an increase in partisan differences from 15 percentage points in 1994 to 36 points in 2017. [4] Dan Glickman, JD, former US congressman from Kansas, believes that mandatory service would be a solution to our ""current dysfunction"" because ""National service, be it in the military, Peace Corps, or other public or private sector opportunities, breaks down the barriers of race, class, income, geography, and even language. Young adults are granted the opportunity to see their peers and fellow Americans as a member of their team."" [5] Around 30 countries have compulsory military service. [6] Switzerland, which has four official languages and three major ethnic groups, bridges its divides with a mandatory national service program. The European nation is identified as one of the happiest countries in the world by the United Nations. [7] Gene Yaw, JD, state senator in Pennsylvania, recommends a two-year universal public service requirement to promote civility and understanding of what it means to be an American: ""We cannot generate enthusiasm for our way of life when less than 2% of our population has put forth any effort for our country."" [8]"
01	Should Prostitution Be Legal?	"""Prostitution should not be a crime. Prostitutes are not committing an inherently harmful act. While the spread of disease and other detriments are possible in the practice of prostitution, criminalization is a sure way of exacerbating rather than addressing such effects. We saw this quite clearly in the time of alcohol prohibition in this country...   I would like the government to decriminalize prostitution but to regulate it in the way that other intimate service professions (such as massage therapists and doctors) are regulated on the basis of hygiene-related concerns.   One thing I would add is that there is a double-standard that permeates the enforcement of laws against prostitution. The prostitutes are harassed, arrested, and sometimes prosecuted, while the johns (and often the pimps, who are far more likely to be engaged in violent and master/slave-like treatment of the prostitutes) are ignored. This reflects the view that men who traffic in women are not as bad as the women in whom they traffic. If people are honestly concerned about the wellbeing of women in this profession, then they must begin by removing the status of 'outlaw' from these women so that they can come forward and receive help if and when they feel they want to leave a profession that can otherwise be quite difficult to escape."""
10	Should Performance Enhancing Drugs (Such as Steroids) Be Accepted in Sports?	"""In the name of all the competitors I promise that we shall take part in these Olympic Games, respecting and abiding by the rules which govern them, committing ourselves to a sport without doping and without drugs, in the true spirit of sportsmanship, for the glory of sport and the honour of our teams."""
01	Are Social Networking Sites Good for Our Society?	“I believe social media has truly made our world a better place and I think overall the world has greatly benefitted from its existence for many different reasons. In a time where traveling for work has become the norm and so many people are required to be in a different place multiple times each month, social media allows individuals the chance to stay close with their family and friends. It allows them to share what’s going on in their life in the most convenient way… Social media accounts enable people from all over the world to foster and maintain relationships without letting distance become a barrier. Social media has also created an exciting outlet for people to see news and stay updated on current events in the world… [S]ocial media has given our society a better way of life and it has aided people in their daily lives. Social media is not the enemy; it is our ally and it has provides us with resources that we never knew before.”
10	Can Alternative Energy Effectively Replace Fossil Fuels?	"""Ethanol is a net energy loss - it takes 70 percent more energy to produce than is obtained from the product itself. Other biomass resources show, at best, very low net energy recovery...  The two most popularly suggested energy alternatives, wind and solar, suffer because they're undependable, intermittent sources of energy, and the end product is electricity. We have no way to store large amounts of electricity for use when wind and sunshine are not with us. Geothermal and tidal energy are insignificant energy sources in total but can be locally important. Nuclear energy can be a large power source if the safety aspects can be guaranteed (and this may be possible) -- but again, the end product is electricity. There is no battery pack even remotely in sight that would supply the energy needed to effectively power bulldozers, heavy agricultural equipment such as tractors and combines, or 18-wheelers hauling freight cross-country.  Can electricity be used to obtain hydrogen as a fuel from water? It can, but hydrogen is difficult to store and dangerous to handle. And there is no energy system now visualized to replace kerosene jet fuel, which propels a Boeing 747 about 600 miles an hour nonstop on the 14-hour trip from New York to Capetown (currently the longest plane flight). We continue to seek the holy grail of energy - fusion - but containing the heat of the sun at 10 million degrees Centigrade is still only a far-off hope."""
01	Should the Death Penalty Be Allowed?	"""Public executions of the convicted murderer would serve as a reminder that crime does not pay. Public executions of criminals seem an efficient way to communicate the message that if you shed innocent blood, you will pay a high price... I agree... on the matter of accountability but also believe such publicity would serve to deter homicide."""
10	Is Marijuana an Effective Treatment for Glaucoma?	smoked marijuana reduces intraocular pressure, its clinical utility in glaucoma is compromised by its short duration of action and accompanying central side effects. Furthermore, the cardiovascular, pulmonary, and CNS [central nervous system] effects of marijuana are of great concern given that glaucoma is a chronic illness and a large number of patients are elderly. Additionally, the ability of marijuana or THC to protect the optic nerve has not been studied… Neither smoked marijuana nor THC is a viable approach in the treatment of glaucoma, but research on their mechanism of action may be important in developing new agents that act in an additive or synergistic manner with currently available therapies.”
01	Does Obamacare Cover People with Pre-Existing Conditions? - YES	"""Under the Affordable Care Act, health plans cannot limit or deny benefits or deny coverage for a child younger than age 19 simply because the child has a 'pre-existing condition' — that is, a health problem that developed before the child applied to join the plan.  Until now, plans could refuse to accept anyone because of a pre-existing health condition, or they could limit benefits for that condition.  Now, under the health care law, plans that cover children can no longer exclude, limit, or deny coverage to your child under age 19 solely based on a health problem or disability that your child developed before you applied for coverage.  This rule applies to all job-related health plans as well as individual health insurance policies issued after March 23, 2010. The rule will affect your plan as soon as it begins a plan year or policy year on or after September 23, 2010."""
10	Should All Americans Have the Right (Be Entitled) to Health Care?	"A right to health care could increase the US debt and deficit. Spending on Medicare, Medicaid, and the Children's Health Insurance Program, all government programs that provide a right to health care for certain segments of the population, totaled less than 10% of the federal budget in 1985, but by 2012 these programs took up 21% of the federal budget and are predicted to reach 30% of federal spending by 2028. [78] [132] According to former US House Budget Committee Chairman Paul Ryan (R-WI), government health care programs drive ""the explosive growth in our spending and our debt."" [77] Research from George Mason University concludes that providing government funded health care to all could increase federal spending by $32.6 trillion over the first ten years of implementation. [133] The Committee for a Responsible Federal Budget calculates that universal health care coverage would result in an additional $19 trillion of federal debt ""causing debt to rise from 74 percent of GDP in 2015... to 154 percent of GDP by 2026."" [134] Read More"
01	Should Animals Be Used for Scientific or Commercial Testing?	“The Royal Society of Biology supports the use of animals in research when properly regulated and when no alternatives are available. We actively support progress towards a reduction in the use of animals by refining experiments and developing new ways to minimise the use of and replace animals wherever possible – often referred to as the 3Rs. Research using animals has directly contributed to medical and veterinary benefits including development of vaccines, antibiotics, and pioneering medical procedures that save and improve the quality of many human and animal lives. It has played a vital role in the major medical advances of the past century. It will continue to be necessary for some time as we search for treatments for life-threatening conditions such as cancer, Alzheimer’s and Parkinson’s diseases, AIDS, trauma and many severe infectious and inherited diseases… [T]here are groups and individuals that wish to stop animal research completely, claiming that it is unnecessary and brings no benefit. However, as set out above, this is not the case.”
01	Did Obamacare Change Medical Malpractice (Tort Reform) Law? - NO	[Editor's Note: Based upon a neutral reading of the Patient Protection and Affordable Care Act and bi-partisan third party analysis, this question seems to have a clear and obvious Con (no) answer, and ProCon.org has therefore presented the responses in a single column with no opposing perspective.]
01	Should the Death Penalty Be Abolished or Paused (Moratorium) Because of the Alleged Possibility of an Innocent Person Being Executed?	"""I want to get as many votes as I can to abolish this death penalty...  [O]ver 150 people in the last few years have been taken off death row because they were innocent. I know there are people who want to believe that no innocent person has ever been executed in this country. But when you have this many people conclusively proved by DNA evidence to be actually innocent, there is no escaping the conclusion that innocent people have been executed...   There are cases where prosecutors withheld exculpatory information. They knew that there were bogus pieces of evidence introduced. They knew that there were defendants who were coerced into entering a guilty plea to a crime they had not committed."""
01	Do Standardized Tests Improve Education in America?	“[W]e need to measure the effectiveness of teachers in the classroom. If we don’t measure, we don’t really care about the outcome. An annual standardized test is the most objective way to determine whether a student is learning a year’s worth of knowledge in a year’s time. If a classroom of students demonstrates progress from one year to the next on a standardized test, the teacher deserves credit.”
10	Is It Misleading to Label Milk as Free of the Artificial Growth Hormone rBST/rBGH?	"""The FTC staff agrees with FDA that food companies may inform consumers in advertising, as in labeling, that they do not use rBST, but should be careful not to suggest a human health or safety benefit...   The FTC staff has reviewed rBST-related claims for all of the companies referenced in the Monsanto submission and subsequent findings. Although many companies reference rBST in product labeling and on company web sites, the staff did not find any examples of national or significant regional advertising campaigns that made express or implied claims linking rBST to human health and safety...   [W]e have determined that formal investigation and enforcement action is not warranted at this time."""
10	Is a Two-State Solution (Israel and Palestine) an Acceptable Solution to the Israeli-Palestinian Conflict?	"""I believe in the one-state solution as the only just and functional settlement for the conflict. I think anyone who is more than five minutes on the ground in the West Bank realises there is no space there for an independent Palestinian state. And moreover, anyone who ponders a bit deeper about the reasons for the conflict understands that only such a political outfit could respond to all aspects of the conflict: the dispossession of the Palestinians in 1948, the discrimination against the Palestinians in Israel and the occupation of the West Bank and the Gaza Strip."""
10	Should the United States Return to a Gold Standard?	"A gold standard would limit the ability of the Federal Reserve to help the economy out of recessions and depressions. Under the current fiat money system the Federal Reserve can use monetary policy to respond to financial crises by lowering interest rates during a recession, raising them during a period of inflation, and injecting money into the economy when necessary. A gold standard would severly hamper it from performing these functions. [44] After the 2008 financial crash, the Fed’s TARP (troubled assest relief program) created $700 billion to bail out financial institutions and stabilize the economy. [46] According to Nobel Prize-winning economist Paul Krugman, without the Fed's intervention a ""powerful deflationary forc[e]"" [45] would have been created. Without the intervention of the Fed it is possible the 2008 crash could have led to another Great Depression. [47] Read More"
01	Are Children Who Are Raised by Gay Parents More Likely to Be Gay Themselves?	sexual orientation of parents appears to have a unique (although not large) effect on children in the politically sensitive domain of sexuality. The evidence, while scanty and underanalyzed, hints that parental sexual orientation is positively associated with the possibility that children will be more likely to attain a similar orientation – and theory and common sense also support such a view. Children raised by lesbian co-parents should and do seem to grow up more open to homoerotic relationships. This may be partly due to genetic and family socialization processes, but what sociologists refer to as ‘contextual effects’ not yet investigated by psychologists may also be important… We recognize the political dangers of pointing out that recent studies indicate that a higher proportion of children with lesbigay [lesbian and gay] parents are themselves apt to engage in homosexual activity. In a homophobic world, anti-gay forces deploy such results to deny parents custody of their children and to fuel backlash movements opposed to gay rights. Nonetheless, we believe that denying this probability capitulates to heterosexist ideology and is apt to prove counterproductive in the long run. It is neither intellectually honest nor politically wise to base a claim for justice on grounds that may prove falsifiable empirically.”
10	"Should the Words ""under God"" Be in the US Pledge of Allegiance?"	"""The problem is that young school children are quite likely to view the pledge as affirming the existence of God and national subordination to God. The reference to God is one of the few things in the pledge that children understand."""
01	Should the ACLU Defend Free Speech Rights of White Supremacists?	and advocates of destruction attract followers readily when the society they wish to overturn loses legitimacy… They rejoice, as the American Nazis did, when their rights are denied to them; they count on repression to win them sympathizers… The judges who devoted so much attention to the Nazis, the police departments that paid so much overtime, and the American Civil Liberties Union, which lost a half-million dollars in membership income as a consequence of its defense, used their time and money well. They defeated the Nazis by preserving the legitimacy of American democracy.”
01	Is the ACLU Good for America?	the ACLU was founded in 1920, there have been 17 presidents in the White House. They’ve come and gone, some better—and a few much worse—than others. Throughout, the ACLU has remained steadfast in our nonpartisan mission of promoting civil rights and defending civil liberties—regardless of who’s in office… America needs the ACLU as an independent voice for civil rights and civil liberties, ready to meet challenges and seize opportunities to promote equal justice for all… Especially in times of tyranny, the ACLU’s liberty work is paramount.”
01	Should the United States Maintain Its Embargo against Cuba?	“Declaring the embargo a failure and using it as justification to reopen trade and relations ignores the fact that the Cuban economy is on its knees. The paltry changes we’ve seen (allowing Cubans to buy and sell some goods) have been necessitated by their economic crisis. Ending the embargo now not only ignores the atrocities perpetrated by the Castro regime, it also hands the Cuban government a huge financial boost at the exact moment they need and want it most. Friendship and an economic relationship with our nation must be earned, and Cubans deserve the freedom, democracy and human rights they lack. Until Cuba has demonstrated meaningful progress, unilateral changes in American policy would undeniably reward horrific behavior.”
01	Should Euthanasia or Physician-Assisted Suicide Be Legal?	"""Up to the age of 90 I was enjoying life, but not now. It has passed me by, and I have done the best I can with it. My abilities and eyesight are declining, and I no longer want to live this way. I am happy to have this opportunity [physician-assisted suicide], which I call the Swiss option. I hope something positive will come out of my story and that other countries will adopt a more liberal view of assisted suicide. I'd like to be remembered as an instrument for freeing the elderly to choose their own death."""
01	Is Human Activity Primarily Responsible for Global Climate Change?	“The Earth’s climate is changing. In most places, average temperatures are rising… The most rapid warming has occured in recent decades. Most of this recent warming is very likely the result of human activities. Many human activities release ‘greenhouse gases’ into the atmosphere. The levels of these gases are increasing at a faster rate than at any time in hundreds of thousands of years. We know that greenhouse gases trap heat. If human activities continue to release greenhouse gases at or above the current rate, we will continue to increase average temperatures around the globe. Increases in global temperatures will most likely change our planet’s climate in ways that will have significant long-term effects on people and the environment… Within the past 30 years, the rate of warming across the globe has been approximately three times greater than the rate over the last 100 years. Past climate information suggests the warmth of the last half century is unusual in at least the previous 1,300 years in the Northern Hemisphere… If humans continue to emit greenhouse gases at or above the current pace, we will probably see an average global temperature increase of 3 to 7°F by 2100, and greater warming after that.”
10	Has Obamacare Worsened the Primary Care Physician Shortage? - DEBATED	"""While for much of the last 30 years interest in primary care among medical school graduates has steadily declined, that trend has recently abated. Medical school graduates matching to family medicine residencies grew for the fifth consecutive year in 2014, and family medicine achieved a 96% residency fill rate... In 2013, primary care residencies gained 1,502 more residency positions than in 2012 with a total of 11,762 applicants matched to primary care residencies...   The ACA included only modest provisions to increase physician supply... but did provide for redistribution of unused Medicare-funded residency slots to facilities that agree to train more primary care physicians, potentially increasing the number of primary care doctors entering the workforce by several hundred per year.   The ACA also raised Medicare reimbursement for many primary care physicians who have seen their incomes rise in recent years... Emerging delivery models promoted by the ACA, including the patient centered medical home, will allow primary care physicians to further boost their incomes by coordinating care, [and] implementing preventive care...  [I]ncreased medical graduate interest in primary care does indicate where the healthcare system is headed and underscores the relative rise in importance and influence of primary care doctors, who are the targets of aggressive recruiting across the country and are in greater demand than any other type of physicians."""
01	Should Prescription Drugs Be Advertised Directly to Consumers?	“The AAF supports the right of pharmaceutical companies to advertise prescription drugs directly to consumers, provided all claims are substantiated and appropriate disclosures are included in the advertising. Proposed moratoriums on pharmaceutical advertising would violate the First Amendment protection for commercial speech. Barring information from advertising will cause more harm to consumers who are not encouraged by an ad to see a doctor about an illness. Surveys show that these ads prompted more than 39 million to ask their doctor about a particular health condition. Advertising is an important source of information about pharmaceuticals.”
10	Police Body Cameras: Top 3 Pros and Cons	"Police body cameras invade the privacy of citizens, expose victims and witnesses of crimes, and damage police-public relationships. Recording police-public encounters can lead to the public exposure of private medical conditions, victims of crimes such as rape or domestic abuse, witnesses who fear reprisal from criminals, and informants – especially in states which have laws allowing public access to the footage. [17][19][31][34] Spokane Police Chief Frank Straub notes that ""every day we are exposing persons challenged by mental illness, autism, developmental disabilities, addiction, etc. We are creating and making public recordings of their illness and potentially creating life-long consequences."" [22] Chief of Police Ken Miller of Greensboro, North Carolina says that if citizens ""think that they are going to be recorded every time they talk to an officer, regardless of the context, it is going to damage openness and create barriers to important relationships."" [23] A study in Edmonton, Canada, found that potential witnesses were reluctant to talk in the presence of a body-worn camera, even when the device was switched off. [9]"
01	"Is it Valid to Look to the Intent of the Founding Fathers in Determining Whether the Words ""under God"" Should Remain in the Pledge of Allegiance?"	"""An understanding of the original intent of the founding fathers with respect to the role of religion in America is a 'necessary first step in reading the religion clauses of the Constitution.' The founding fathers were closer to the problem of religious despotism, having seen its effects in Europe and in the colonies. Their aspirations to provide guarantees for religious liberty in a constitutional government are instructive for a contemporary America that retains those aspirations. Thus, it is exceedingly important to consider the intentions of the framers who, so significantly, began the First Amendment with provisions concerning religion."""
01	Does Drinking Milk Contribute to Attention-Deficit Hyperactive Disorder (ADHD)?	"""[A] study was done at the Hospital for Sick Children in London and published in the leading British journal, Lancet, which demonstrated that most children with severe ADHD are salicylate [plant-based hormone] sensitive, but that 90 percent of these children have additional food intolerances... After determining that 80 percent of the children had apparent food sensitivities as a cause of hyper activity, they then performed double blind, placebo controlled challenges with the offending foods. Using this most rigorous clinical research method, the investigators confirmed the presence of food intolerance in the majority of children with ADHD. Subsequent research by the leading investigator of this study suggested that these food intolerances represent true food allergy. The foods to which children with ADHD most commonly had allergic reactions were cow's milk (which included milk, cheese, yogurt and ice cream), corn (an additive in many prepared foods), wheat, soy, and eggs... In my clinical practice I have found that food allergy is especially likely to be implicated in ADHD."""
10	Is Parallel Testing an Effective Method of Assuring the Accuracy of Electronic Voting Machines?	"""Parallel monitoring is only able to asses the ability of the software tested to generate accurate results from the votes entered. Parallel monitoring was not designed to detect whether all touch screens used at the March Primary recorded votes accurately. Nor does it exclude the possibility that other sequences of votes or behaviors might trigger a different result.  Moreover, parallel monitoring does not address whether (a) touch screen machines were running firmware with uncertified modifications or patches, (b) security holes exist in the firmware that could be exploited, (c) machines in use on Election Day were tampered with and/or used in a manner that exploits such security holes, or (d) systems tabulating the votes were tampered with, apart from the accuracy of the DRE machines."""
01	Is Drinking Milk Healthy for Humans?	"""Consuming milk and milk products provides health benefits—people who have a diet rich in milk and milk products can reduce the risk of low bone mass throughout the life cycle. Foods in the milk group provide nutrients that are vital for health and maintenance of your body. These nutrients include calcium, potassium, vitamin D, and protein."""
01	Does Illegal Immigration Relate to Higher Crime Incidence?	"""Undocumented immigrants are at least 142% more likely to be convicted of a crime than other Arizonans. They also tend to commit more serious crimes and serve 10.5% longer sentences, more likely to be classified as dangerous, and 45% more likely to be gang members than U.S. citizens…  Young convicts are especially likely to be undocumented immigrants. While undocumented immigrants from 15 to 35 years of age make up slightly over two percent of the Arizona population, they make up about eight percent of the prison population. Even after adjusting for the fact that young people commit crime at higher rates, young undocumented immigrants commit crime at twice the rate of young U.S. citizens. These undocumented immigrants also tend to commit more serious crimes."""
01	Should Students Have to Wear School Uniforms?	“It’s time to eliminate from schools the status and respect many students give to clothing labels and price tags. Student attention needs to return to learning in the classroom, rather than how they look when they are in that classroom. Mandated uniforms can serve to shift the emphasis from competition back to academic performance and personal achievement… Uniforms create a feeling of oneness and belonging. Everyone can be on the same team. As on athletic teams, uniforms are worn for immediate identification and to inspire a feeling of ‘oneness.’ Put on your team uniform and you suddenly belong. A sense of loyalty emerges from inside, as does an extra effort to perform at the student’s best… Uniforms add measures of safety in identical dress. Gang identification is obscured. Group violence and theft are dissipated… Children are no longer identified by their ‘colors.’ Uniform dress alleviated the feelings of imminent danger for students who were afraid they might inadvertently dress in gang colors… Uniforms also raise students’ expectations of themselves. When dressed neatly and seriously, students tend to behave seriously. Often teachers find calmer, more polite, more attentive students. Students seem to feel more confident in the way they look, and so they have more confidence in themselves…”
10	Should the United States Continue to Build a Fence or Wall along the US/Mexico Border?	"""If this border wall actually happens, it will be an environmental catastrophe. Essentially, what it's doing is cutting through nature's bridge, which connects Central America to North America and South America. Wildlife have been using this natural corridor for millions of years. And, essentially, what this administration wants to do is put a twelve-hundred mile long barrier right through it. Think of all the different species and creatures that migrate for resources, for reproduction, for seasonality. Many of the animals that live in North America, evolved in South America and migrated along this natural causeway. So, it would be absolutely devastating. There are over a hundred bird species that migrate that will be critically impacted by this. And there are nearly 90 endangered and threatened species [including jaguars, ocelots, and the Mexican gray wolf], some of which could very well be pushed to extinction because of this proposed wall."""
10	Should the US Increase Its Use of Natural Gas?	"""Gas is hard to move except by pipeline. That means getting it from Canada, since Mexico is now a net gas importer (and likely to remain so till 2019, according to the DOE). The trouble is that Canadian production is also declining. That leaves only the hard way: shipping LNG (Liquefied Natural Gas) mainly, from Trinidad at them moment, and soon from Africa and beyond, which is a costly and complex operation, for which the US presently has woefully insufficient infrastructure. What is more, these distant sources are subject to depletion too, and not a few political instabilities...   [M]ore drilling, allied with free market deregulation and greed, will get America still further into a black hole, from which it looks decreasingly likely that it can escape. A stark assessment of US gas reserves may help the American, and indeed Canadian, public to understand that both the long and short term solutions involve using less energy all round, with the focus being on using less natural gas and oil."""
01	Should birth control pills be available over the counter?	“Making birth-control pills available over the counter would greatly increase convenience and access for many women, ultimately leading to fewer unintended pregnancies. There is no reason women should have to obtain a prescription for this common, safe and effective drug that has been around since the 1960s… Because birth control is a prescription drug, and because the Affordable Care Act requires insurance companies to provide no-copay coverage for birth control, American women typically don’t buy the inexpensive pills directly from a pharmacy — as women do in most other countries. American women typically use a third-party payer, like an insurance company, to pay for their contraception. And often, employers provide health insurance… This pipeline of payment — among women, their employers, their insurers and ultimately their pharmacies — is inefficient and costly. Women may see no-copay birth control as a benefit, but it’s one they pay for: Since the Affordable Care Act passed, average health insurance premiums have increased by 105 percent, more than doubling. Women still pay for birth control; now we simply do it through higher insurance premiums… And ironically, the morning-after pill or ‘Plan B’ — which includes a much higher dose of the same hormones as regular birth-control pills — is available without a prescription. It makes no sense from public health standpoint that ‘Plan A’ is harder to get.”
